"行識別子","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","処理区域内人口（人） [servicePopulation]","水洗化人口（人） [connectedPopulation]","年間汚水処理水量（m³/年） [treatedVolume]","年間有収水量（m³/年） [annualBillableVolume]","一般家庭用20m³月額（円/月・税込） [householdFee20m3Yen]","使用料収入（千円/年） [sewerFeeRevenue]","汚水処理費（千円/年） [wastewaterTreatmentCost]","維持管理費分（千円/年） [opexComponent]","資本費分（千円/年） [capitalCostComponent]","営業費用（千円） [operating_expense]","管渠費（千円） [pipeline_expense]","ポンプ場費（千円） [pump_station_expense]","処理場費（千円） [treatment_plant_expense]","業務費（千円） [business_expense]","総係費（千円） [general_administration_expense]","職員給与費計（千円） [personnel_cost_total]","支払利息計（千円） [interest_cost_total]","減価償却費（千円） [depreciation_cost]","動力費（千円） [power_cost]","水道光熱費（千円） [water_and_utilities_cost]","通信運搬費（千円） [communications_transport_cost]","修繕費（千円） [repair_cost]","材料費（千円） [materials_cost]","薬品費（千円） [chemical_cost]","路面復旧費（千円） [road_restoration_cost]","委託料（千円） [outsourcing_cost]","流域下水道管理運営費負担金（千円） [regional_sewerage_contribution]","その他（千円） [other_cost]","費用合計（千円） [total_cost]"
"024457:17-1-000:non_legal_applied:2020","024457","南部町","17-1-000","non_legal_applied","2020","2085","668","57426","60345","3170","10360","25380","24260","1120","","","","","","","","","","","","","","","","","","","",""
"024465:17-1-000:non_legal_applied:2020","024465","階上町","17-1-000","non_legal_applied","2020","3455","2008","188479","193378","3226","33728","84522","58057","26465","","","","","","","","","","","","","","","","","","","",""
"032018:17-1-000:legal_applied:2020","032018","盛岡市","17-1-000","legal_applied","2020","256890","250827","32920149","27844422","2455","4174220","4175099","2051757","2123342","6812163","261691","141883","129966","182598","218020","359500","619584","4074324","37023","2531","4654","134921","10130","0","0","372318","1669690","199363","7484038"
"032026:17-1-000:legal_applied:2020","032026","宮古市","17-1-000","legal_applied","2020","31201","28077","3520686","3221486","3080","529627","311725","265576","46149","1054698","28375","45975","131394","38934","36244","55300","120584","692292","33760","2303","1280","16581","0","10352","0","116193","0","135707","1184352"
"032034:17-1-000:legal_applied:2020","032034","大船渡市","17-1-000","legal_applied","2020","14516","10571","1505176","1315381","2750","220977","839912","266145","573767","789424","16267","0","119566","16524","35510","32422","138436","561206","0","33","31","233","0","0","0","150265","0","83441","966067"
"032051:17-1-000:legal_applied:2020","032051","花巻市","17-1-000","legal_applied","2020","58790","50929","5548020","5022570","2860","746538","641846","534861","106985","1864804","31522","7907","24364","60671","73050","63613","325871","1315720","18808","235","1329","6030","0","0","0","84784","351570","22715","2190675"
"032069:17-1-000:legal_applied:2020","032069","北上市","17-1-000","legal_applied","2020","64109","59367","8966280","6498839","3414","1233132","1243185","652793","590392","1697644","36063","0","0","60809","41652","47360","269249","955864","6558","0","453","2883","0","0","0","71442","595791","17293","1966893"
"032077:17-1-000:legal_applied:2020","032077","久慈市","17-1-000","legal_applied","2020","15206","9029","1182964","1103537","2750","166945","245349","209921","35428","729269","3337","6263","120033","0","90235","67568","95583","509401","18629","489","534","16501","29","4794","0","98544","0","13650","825722"
"032085:17-1-000:legal_applied:2020","032085","遠野市","17-1-000","legal_applied","2020","10443","9480","997979","860782","2612","123399","144482","144482","0","453259","3594","0","97010","5873","37605","32371","76793","308777","16950","354","423","1137","71","0","873","86144","0","6159","530052"
"032093:17-1-000:legal_applied:2020","032093","一関市","17-1-000","legal_applied","2020","38478","33850","3527752","3360463","3300","582434","607637","568655","38982","1529674","27703","0","40733","13911","51145","38134","187211","971775","16253","880","3062","876","28","2050","0","67965","413460","25947","1727641"
"032107:17-1-000:non_legal_applied:2020","032107","陸前高田市","17-1-000","non_legal_applied","2020","4801","3940","465575","400808","3410","84779","84858","74787","10071","","","","","","","","","","","","","","","","","","","",""
"032115:17-1-000:legal_applied:2020","032115","釜石市","17-1-000","legal_applied","2020","20751","18641","3854811","2275018","3300","400518","400768","295239","105529","1197540","55285","94680","193035","0","63602","63932","70173","790892","50976","5633","2409","18888","872","8149","0","228019","0","33041","1272984"
"032131:17-1-000:non_legal_applied:2020","032131","二戸市","17-1-000","non_legal_applied","2020","11774","8266","862572","868111","3300","173347","173348","125600","47748","","","","","","","","","","","","","","","","","","","",""
"032140:17-1-000:legal_applied:2020","032140","八幡平市","17-1-000","legal_applied","2020","7198","5650","466494","462405","2860","69059","133841","102758","31083","311522","12719","0","49945","0","34776","23221","53196","195938","6898","208","1713","3409","0","2518","0","39137","0","25654","351892"
"032158:17-1-000:legal_applied:2020","032158","奥州市","17-1-000","legal_applied","2020","52622","42274","5223121","4641941","3300","804990","821265","730833","90432","1759238","84745","0","41192","0","74786","60154","280631","1029693","12102","1175","1436","5241","23","0","645","105867","528822","15546","2041335"
"032166:17-1-000:legal_applied:2020","032166","滝沢市","17-1-000","legal_applied","2020","39111","37333","4469662","3446575","3002","520103","525858","300107","225751","901343","38021","0","0","55259","34611","29400","89396","574463","7930","0","268","6118","186","0","0","17166","190073","75744","990744"
"033014:17-1-000:legal_applied:2020","033014","雫石町","17-1-000","legal_applied","2020","9284","7724","952499","792031","3080","126550","127522","83115","44407","399055","13834","8369","0","0","20580","6163","49082","314631","6083","28","522","111","0","30","1120","17390","41290","12567","449017"
"033031:17-1-000:legal_applied:2020","033031","岩手町","17-1-000","legal_applied","2020","6015","4083","285822","282474","3214","44123","88364","71364","17000","214764","1121","11128","33191","0","24665","18762","33438","144628","0","0","9","0","0","0","0","48508","0","4085","249430"
"033219:17-1-000:legal_applied:2020","033219","紫波町","17-1-000","legal_applied","2020","20427","19340","2101119","1773592","3630","314552","314552","181675","132877","669954","9206","4178","131796","0","42503","27847","69440","478429","2308","251","437","782","45","0","0","147611","0","12881","740031"
"033227:17-1-000:legal_applied:2020","033227","矢巾町","17-1-000","legal_applied","2020","21897","21092","3577015","2671037","3162","443957","287999","215868","72131","638247","45332","0","0","0","44477","11021","64254","382981","1435","0","579","17249","0","0","0","32733","164593","29570","704415"
"033812:17-1-000:legal_applied:2020","033812","金ケ崎町","17-1-000","legal_applied","2020","8691","8187","893492","807703","5060","212711","212711","128792","83919","330520","8674","0","0","0","18866","6063","60395","204359","3964","129","817","1291","0","0","0","12659","98458","5411","393546"
"034029:17-1-000:legal_applied:2020","034029","平泉町","17-1-000","legal_applied","2020","3018","2352","310491","295660","3456","50752","52419","50341","2078","182420","5888","0","0","0","3725","0","29689","132084","587","0","331","1318","9","0","0","6895","40723","478","212114"
"034614:17-1-000:legal_applied:2020","034614","大槌町","17-1-000","legal_applied","2020","5714","4310","473798","388960","2640","53903","157920","107757","50163","701867","2963","34669","47814","3414","12417","10625","55229","564005","11435","277","627","2109","0","948","0","55972","0","60416","761643"
"034827:17-1-000:non_legal_applied:2020","034827","山田町","17-1-000","non_legal_applied","2020","6781","4153","421832","409132","2879","62877","97500","61395","36105","","","","","","","","","","","","","","","","","","","",""
"034835:17-1-000:non_legal_applied:2020","034835","岩泉町","17-1-000","non_legal_applied","2020","2572","1876","231502","264687","2750","43340","52878","51341","1537","","","","","","","","","","","","","","","","","","","",""
"035033:17-1-000:non_legal_applied:2020","035033","野田村","17-1-000","non_legal_applied","2020","2873","1999","197398","176485","3300","33527","74728","59167","15561","","","","","","","","","","","","","","","","","","","",""
"035246:17-1-000:non_legal_applied:2020","035246","一戸町","17-1-000","non_legal_applied","2020","4086","2775","303319","303319","4180","76473","146919","59289","87630","","","","","","","","","","","","","","","","","","","",""
"041009:17-1-000:legal_applied:2020","041009","仙台市","17-1-000","legal_applied","2020","1046847","1043650","130908210","110202064","1917","14774215","12750916","6069008","6681908","27543024","1271588","1075460","3055293","793003","323312","1287637","2575958","19260031","956435","53057","38096","255160","11362","84022","1029","2939528","1001720","1778707","30242742"
"042021:17-1-000:legal_applied:2020","042021","石巻市","17-1-000","legal_applied","2020","97338","82767","9188531","8012385","3575","1493783","1660076","1136825","523251","4472488","198941","295015","31969","82522","163426","161843","440406","2916870","36661","10933","4907","68321","405","540","0","158530","773757","632436","5205609"
"042030:17-1-000:legal_applied:2020","042030","塩竈市","17-1-000","legal_applied","2020","53004","51533","7745221","6122869","3905","1146945","3248987","522448","2726539","3581316","83764","153286","0","54501","71972","104936","343069","2938118","28978","1022","2296","952","3633","0","0","160348","279670","68470","3931492"
"042056:17-1-000:legal_applied:2020","042056","気仙沼市","17-1-000","legal_applied","2020","9951","8083","2268808","2068014","3058","328844","1068718","527559","541159","1374520","68934","44731","333307","11536","59310","96909","77266","856702","66577","3828","1446","15380","464","11957","0","306288","0","82727","1519544"
"042064:17-1-000:legal_applied:2020","042064","白石市","17-1-000","legal_applied","2020","22188","20231","2730819","2527040","4235","554218","424340","216897","207443","687265","11518","0","0","0","79696","18983","86944","475796","0","0","236","346","341","0","0","43939","120255","32797","779637"
"042072:17-1-000:legal_applied:2020","042072","名取市","17-1-000","legal_applied","2020","73824","72729","8279335","7743364","3300","1322842","1258017","620167","637850","2194331","101860","91226","0","78967","43277","60332","236817","1513963","8887","262","799","29269","0","0","0","201597","361777","22878","2436581"
"042081:17-1-000:legal_applied:2020","042081","角田市","17-1-000","legal_applied","2020","15943","13624","1491658","1515270","3130","253494","614075","129683","484392","701209","11551","5297","0","0","54529","35251","116394","561927","1881","93","1617","207","233","0","0","18994","65113","16233","817943"
"042099:17-1-000:legal_applied:2020","042099","多賀城市","17-1-000","legal_applied","2020","62086","61294","7315193","6188818","2035","758116","830688","413822","416866","2629882","76832","123104","0","126220","89081","108071","240484","1945866","17122","2552","2614","13253","675","0","0","214054","265749","60259","2870699"
